('time,pressure,temperature,'humidity,gyro_x,gyro_y,gyro_z,uv_index,ir_light,visible_light,eco2,tvoc,rawh2,rawethanol,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,latitude,longitude,altitude,speed,course,acc,gyro,mag),
('2021-03-27 15:16:18.519561',101.52,28.05,-59.86,-0.12,0.61,-0.37,6.79,12315.0,1524.0,511.0,56.0,15081.0,19191.0,-0.12,-0.01,0.99,27.32,43.12,-34.9,44.261044670000004,26.002416450000002,102.4,0.0,77.4,0.9972963451,0.7234638899,61.83629032),
('2021-03-27 15:16:20.649902',101.52,28.09,-59.92,-0.06,0.43,-0.12,6.78,12313.0,1522.0,500.0,53.0,15088.0,19188.0,-0.12,-0.01,0.99,27.44,43.65,-35.6,44.261043609999994,26.00241785,103.1,0.0,77.4,0.9972963451,0.4504442252,62.65489686),
('2021-03-27 15:16:22.754599',101.52,28.01,-59.79,-0.12,0.31,-0.12,6.78,12308.0,1522.0,495.0,51.0,15091.0,19189.0,-0.12,-0.01,0.99,26.49,43.38,-35.2,44.26104303,26.00241961,103.4,0.0,77.4,0.9972963451,0.3534119409,61.82705314),
('2021-03-27 15:16:24.838967',101.53,28.07,-59.81,0.0,0.43,-0.49,6.78,12315.0,1523.0,487.0,50.0,15098.0,19193.0,-0.12,-0.01,0.99,26.88,43.97,-35.5,44.26104273,26.002421589999997,103.6,0.0,77.4,0.9972963451,0.6519202405,62.57911233),
('2021-03-27 15:16:26.919246',101.52,28.03,-59.82,-15.56,0.43,-0.31,6.78,12305.0,1522.0,479.0,51.0,15099.0,19190.0,-0.12,-0.01,0.99,27.54,43.88,-34.8,44.261043,26.0024232,103.6,0.0,77.4,0.9972963451,15.56902694,62.40950248),
('2021-03-27 15:16:29.793700',101.52,28.01,-59.95,-0.12,0.49,-0.24,6.78,12298.0,1521.0,474.0,50.0,15100.0,19202.0,-0.12,-0.01,0.99,27.15,43.76,-35.7,44.26104319,26.00242389,103.6,0.0,77.4,0.9972963451,0.5586591089,62.66219035),
('2021-03-27 15:16:31.519809',101.53,27.96,-59.86,-0.12,0.49,-0.24,6.78,12303.0,1522.0,482.0,53.0,15098.0,19193.0,-0.12,-0.01,0.99,26.97,43.84,-36.6,44.26104292,26.00242766,103.9,0.0,66.8,0.9972963451,0.5586591089,63.15763216),
('2021-03-27 15:16:33.278940',101.52,28.05,-59.92,-0.18,0.55,-0.49,6.78,12307.0,1523.0,487.0,51.0,15092.0,19195.0,-0.12,-0.01,0.99,27.33,43.16,-37.1,44.26104241,26.002428039999998,104.1,0.0,66.8,0.9972963451,0.7582875444,63.13576245),
('2021-03-27 15:16:35.323723',101.53,28.11,-59.88,-0.12,0.55,-0.18,6.79,12327.0,1525.0,482.0,49.0,15100.0,19192.0,-0.12,-0.01,0.99,26.77,43.71,-35.8,44.261041969999994,26.00242965,104.3,0.0,66.8,0.9972963451,0.5910160742,62.52069257),
('2021-03-27 15:16:38.984381',101.52,28.14,-59.85,4.33,5.92,13.06,6.78,12316.0,1523.0,487.0,51.0,15139.0,19257.0,-0.26,0.25,0.95,33.72,41.56,-36.1,44.261042530000005,26.00243078,104.5,0.0,66.8,1.016169277,14.97861476,64.55603767),
('2021-03-27 15:16:40.924077',101.52,28.16,-59.92,0.43,-0.49,-4.52,6.87,11977.0,1539.0,427.0,14.0,15140.0,19256.0,-0.13,-0.15,1.02,33.56,41.71,-36.0,44.26104319,26.00242942,104.5,0.0,66.8,1.039134255,4.566771288,64.51354664),
('2021-03-27 15:16:42.743868',101.54,26.52,-62.88,3.05,3.91,0.12,6.87,11952.0,1539.0,432.0,13.0,15138.0,19244.0,-0.22,-0.05,0.93,34.14,41.52,-37.7,44.26104328,26.00242862,104.6,0.0,66.8,0.9569743988,4.96034273,65.6562259),
('2021-03-27 15:16:44.455326',101.54,26.67,-62.91,0.06,0.06,-0.55,6.88,11934.0,1541.0,431.0,13.0,15136.0,19250.0,-0.11,-0.06,1.0,34.11,40.76,-36.6,44.26104328,26.002428260000002,104.6,0.0,66.8,1.007819428,0.5565069631,64.53239264),
('2021-03-27 15:16:46.050225',101.54,26.76,-62.96,-0.37,0.31,-0.31,6.89,11959.0,1543.0,434.0,12.0,15133.0,19247.0,-0.12,-0.03,1.0,34.09,41.39,-36.9,44.26104327,26.002428180000003,104.6,0.0,66.8,1.00762096,0.5736723804,65.09124519),
('2021-03-27 15:16:47.529826',101.53,26.76,-63.18,-0.24,0.43,-0.31,6.86,11920.0,1538.0,433.0,7.0,15137.0,19252.0,-0.12,-0.03,0.99,33.96,41.52,-36.6,44.26104325,26.00242809,104.6,0.0,66.8,0.9976973489,0.581893461,64.93652285),
('2021-03-27 15:16:49.624340',101.55,26.6,-63.08,-0.06,0.37,0.85,6.87,11916.0,1540.0,441.0,17.0,15132.0,19249.0,-0.12,-0.05,1.0,34.34,42.18,-37.9,44.26104323,26.002428039999998,104.6,0.0,66.8,1.008414597,0.928977933,66.29327266),
('2021-03-27 15:16:51.499126',101.54,26.63,-63.05,-0.12,0.49,-0.55,6.78,11822.0,1522.0,441.0,12.0,15131.0,19257.0,-0.12,-0.05,0.99,35.11,40.93,-37.2,44.26104321,26.00242805,104.6,0.0,66.8,0.9984988733,0.7463243263,65.51196074),
('2021-03-27 15:16:52.974640',101.54,26.6,-63.46,-0.24,0.49,-0.49,6.79,11831.0,1525.0,436.0,10.0,15135.0,19251.0,-0.12,-0.03,0.99,35.18,40.2,-37.2,44.26104321,26.00242807,104.6,0.0,66.8,0.9976973489,0.7333484847,65.09617808),
('2021-03-27 15:16:54.523993',101.54,26.52,-63.37,-0.37,0.49,-0.49,6.8,11855.0,1527.0,435.0,11.0,15136.0,19250.0,-0.12,-0.03,0.99,35.89,40.48,-35.9,44.26104319,26.002428100000003,104.6,0.0,66.8,0.9976973489,0.7855571271,64.92713223),
('2021-03-27 15:16:56.400230',101.53,26.54,-63.4,-0.18,0.55,-0.37,6.78,11821.0,1522.0,429.0,5.0,15139.0,19252.0,-0.12,-0.03,0.99,35.78,41.04,-36.7,44.261043179999994,26.00242812,104.6,0.0,66.8,0.9976973489,0.6868769904,65.66109959),
('2021-03-27 15:16:59.379751',101.55,26.52,-63.46,-0.31,0.31,-0.24,6.8,11840.0,1526.0,430.0,11.0,15137.0,19244.0,-0.12,-0.03,1.0,35.56,40.63,-37.2,44.26104316,26.00242816,104.6,0.0,66.8,1.00762096,0.49979996,65.56790755),
('2021-03-27 15:17:01.224163',101.55,26.65,-63.35,-9.77,-2.14,39.06,6.63,11801.0,1495.0,436.0,12.0,15130.0,19249.0,-0.14,-0.13,1.01,37.26,39.16,-37.1,44.26104315,26.0024282,104.6,0.0,66.8,1.027910502,40.32016989,65.56083587),
('2021-03-27 15:17:02.824543',101.55,26.71,-64.56,-0.18,0.31,-0.55,6.29,11280.0,1430.0,445.0,11.0,15129.0,19252.0,-0.12,-0.03,1.0,42.2,32.91,-37.8,44.26104314,26.00242824,104.6,0.0,66.8,1.00762096,0.6565059025,65.51906669),
('2021-03-27 15:17:04.478978',101.59,26.82,-66.29,-0.24,0.49,-0.31,6.29,11277.0,1431.0,466.0,11.0,15110.0,19246.0,-0.12,-0.03,1.0,41.92,33.31,-36.2,44.26104313,26.002428260000002,104.6,0.0,66.8,1.00762096,0.6275348596,64.63190002),
('2021-03-27 15:17:06.539225',101.59,26.86,-66.28,-0.24,0.49,-0.43,6.27,11260.0,1428.0,474.0,17.0,15107.0,19249.0,-0.12,-0.03,1.0,41.97,32.79,-37.9,44.26104311,26.00242831,104.6,0.0,66.8,1.00762096,0.6946941773,65.36876165),
('2021-03-27 15:17:08.659244',101.59,26.97,-66.21,-0.12,0.49,-0.31,6.29,11283.0,1431.0,472.0,14.0,15106.0,19245.0,-0.12,-0.03,1.0,41.91,32.47,-36.4,44.26104309,26.0024284,104.6,0.0,66.8,1.00762096,0.5921148537,64.30947831),
('2021-03-27 15:17:11.694398',101.59,26.93,-66.32,-0.31,0.37,-0.31,6.27,11269.0,1428.0,428.0,12.0,15139.0,19261.0,-0.12,-0.03,1.0,41.64,32.6,-38.5,44.26104306,26.00242848,104.6,0.0,66.8,1.00762096,0.5736723804,65.41329834),
('2021-03-27 15:17:13.444841',101.59,26.89,-66.35,-0.24,0.43,-0.24,6.29,11280.0,1428.0,409.0,4.0,15153.0,19257.0,-0.12,-0.03,1.0,42.04,32.59,-37.8,44.26104305,26.00242854,104.6,0.0,66.8,1.00762096,0.547813837,65.25572542),
('2021-03-27 15:17:14.730157',101.59,26.93,-66.32,-0.49,0.43,-0.24,6.29,11292.0,1431.0,401.0,8.0,15153.0,19261.0,-0.12,-0.03,1.0,41.2,33.47,-37.1,44.26104305,26.002428570000003,104.6,0.0,66.8,1.00762096,0.6946941773,64.76180124),
('2021-03-27 15:17:16.090787',101.59,26.76,-66.37,-0.31,0.43,-0.24,6.26,11257.0,1426.0,403.0,3.0,15155.0,19262.0,-0.12,-0.03,1.0,42.33,32.74,-38.4,44.261043040000004,26.0024286,104.6,0.0,66.8,1.00762096,0.581893461,65.86574603),
('2021-03-27 15:17:17.365514',101.59,26.78,-66.36,-0.31,0.43,-0.31,6.3,11278.0,1432.0,410.0,1.0,15148.0,19262.0,-0.12,-0.03,1.0,42.19,32.91,-36.9,44.261043040000004,26.00242866,104.6,0.0,66.8,1.00762096,0.6140846847,64.9974938),
('2021-03-27 15:17:18.805362',101.59,26.8,-66.32,-0.18,0.43,-0.43,6.29,11282.0,1431.0,421.0,13.0,15135.0,19260.0,-0.12,-0.03,1.0,41.6,33.59,-36.9,44.261043040000004,26.002428690000002,104.6,0.0,66.8,1.00762096,0.6341923998,64.96505291),
('2021-03-27 15:17:21.714309',101.59,26.84,-66.36,-0.24,0.43,-0.43,6.28,11250.0,1429.0,432.0,13.0,15136.0,19254.0,-0.12,-0.03,1.0,41.94,33.08,-39.3,44.261043040000004,26.00242874,104.6,0.0,66.8,1.00762096,0.6537583651,66.31545823),
('2021-03-27 15:17:24.819063',101.58,26.86,-66.31,-0.37,0.37,-0.31,6.29,11260.0,1430.0,430.0,9.0,15141.0,19255.0,-0.12,-0.03,1.0,41.82,32.76,-39.2,44.26104303,26.00242882,104.6,0.0,66.8,1.00762096,0.608194048,66.02098151),
('2021-03-27 15:17:26.924030',101.59,26.82,-66.32,-0.31,0.37,-0.24,6.29,11277.0,1430.0,424.0,12.0,15142.0,19263.0,-0.12,-0.03,1.0,41.97,32.58,-36.8,44.261043019999995,26.00242887,104.6,0.0,66.8,1.00762096,0.5390732789,64.63108617),
('2021-03-27 15:17:29.009256',101.59,26.82,-66.31,-0.24,0.55,-0.31,6.27,11254.0,1428.0,425.0,12.0,15136.0,19253.0,-0.12,-0.03,1.0,41.77,32.28,-38.3,44.26104301,26.00242889,104.6,0.0,66.8,1.00762096,0.6754257916,65.21979224),
('2021-03-27 15:17:31.143779',101.59,26.71,-66.31,-0.37,0.24,-0.37,6.27,11267.0,1428.0,414.0,4.0,15145.0,19260.0,-0.12,-0.03,0.99,41.82,32.7,-37.8,44.261043,26.00242893,104.6,0.0,66.8,0.9976973489,0.5756735186,65.16933635),
('2021-03-27 15:17:34.324394',101.59,26.47,-66.45,-0.24,0.43,-0.31,6.28,11263.0,1429.0,401.0,2.0,15158.0,19269.0,-0.12,-0.03,0.99,41.91,32.58,-38.1,44.26104298999999,26.00242895,104.6,0.0,66.8,0.9976973489,0.581893461,65.34152202),
('2021-03-27 15:17:36.399488',101.57,26.28,-66.43,-0.37,0.43,-0.37,6.26,11258.0,1426.0,400.0,1.0,15164.0,19263.0,-0.12,-0.03,0.99,42.26,33.04,-37.6,44.261042960000005,26.00242899,104.6,0.0,66.8,0.9976973489,0.6772739475,65.508085),
('2021-03-27 15:17:38.515080',101.59,26.26,-66.48,-0.31,0.24,-0.24,6.27,11264.0,1428.0,400.0,0.0,15170.0,19274.0,-0.12,-0.03,0.99,41.78,31.97,-37.9,44.261042939999996,26.002429000000003,104.6,0.0,66.8,0.9976973489,0.4596737974,64.8387176),
('2021-03-27 15:17:40.599196',101.59,26.24,-66.47,-0.31,0.55,-0.31,6.28,11261.0,1429.0,400.0,0.0,15171.0,19276.0,-0.12,-0.03,1.0,41.81,32.19,-37.8,44.2610429,26.002429040000003,104.6,0.0,66.8,1.00762096,0.7033491309,64.90849097),
('2021-03-27 15:17:43.354467',101.59,26.28,-66.45,-0.37,0.43,-0.49,6.27,11252.0,1427.0,400.0,2.0,15164.0,19267.0,-0.12,-0.03,1.0,41.43,32.62,-38.1,44.261042870000004,26.002429080000002,104.6,0.0,66.8,1.00762096,0.7495998933,65.0547408),
('2021-03-27 15:17:44.980257',101.59,26.24,-66.41,-0.37,0.49,-0.49,6.26,11245.0,1426.0,400.0,0.0,15188.0,19284.0,-0.12,-0.03,1.0,42.83,32.91,-36.8,44.261042859999996,26.00242909,104.6,0.0,66.8,1.00762096,0.7855571271,65.3583736),
('2021-03-27 15:17:46.834783',101.57,26.22,-66.42,-0.24,0.43,-0.43,6.29,11276.0,1430.0,400.0,0.0,15204.0,19293.0,-0.12,-0.04,0.99,41.82,33.08,-37.3,44.261042829999994,26.0024291,104.6,0.0,66.8,0.998048095,0.6537583651,65.07294983),
('2021-03-27 15:17:48.954163',101.59,26.06,-66.5,-0.18,0.43,-0.18,6.27,11259.0,1427.0,400.0,0.0,15215.0,19296.0,-0.12,-0.03,0.99,42.1,32.84,-38.6,44.2610428,26.00242909,104.6,0.0,66.8,0.9976973489,0.4996999099,65.88501802),
('2021-03-27 15:17:50.829111',101.59,26.02,-66.46,-0.31,0.37,-0.24,6.26,11262.0,1426.0,400.0,0.0,15205.0,19300.0,-0.12,-0.03,0.99,42.09,32.4,-37.3,44.26104277,26.002429069999998,104.6,0.0,66.8,0.9976973489,0.5390732789,64.90468473),
('2021-03-27 15:17:52.619312',101.59,25.91,-66.45,-0.31,0.49,-0.43,6.28,11260.0,1429.0,400.0,0.0,15205.0,19300.0,-0.12,-0.03,0.99,41.89,32.54,-39.0,44.26104274,26.00242905,104.6,0.0,66.8,0.9976973489,0.7218725649,65.83785917),
('2021-03-27 15:17:55.384399',101.59,25.83,-66.46,-0.18,0.55,-0.24,6.28,11279.0,1429.0,400.0,0.0,15211.0,19309.0,-0.12,-0.03,0.99,42.29,33.09,-37.5,44.26104271,26.00242905,104.6,0.0,66.8,0.9976973489,0.6264982043,65.49536014),
('2021-03-27 15:17:57.304456',101.58,25.83,-66.46,-0.37,0.43,-0.24,6.28,11276.0,1428.0,400.0,0.0,15211.0,19309.0,-0.12,-0.03,0.99,42.24,32.43,-37.9,44.261042690000004,26.002429040000003,104.6,0.0,66.8,0.9976973489,0.6159545438,65.36308209),
('2021-03-27 15:17:59.389044',101.59,25.83,-66.54,-0.43,0.55,-0.37,6.29,11286.0,1430.0,400.0,0.0,15224.0,19317.0,-0.12,-0.03,0.99,42.1,32.03,-38.3,44.261042669999995,26.00242905,104.6,0.0,66.8,0.9976973489,0.7901265721,65.30865869),
('2021-03-27 15:18:01.009157',101.58,25.68,-66.56,-0.37,0.37,-0.43,6.28,11271.0,1424.0,400.0,0.0,15222.0,19322.0,-0.12,-0.03,0.99,41.94,32.6,-38.9,44.26104265,26.00242905,104.6,0.0,66.8,0.9976973489,0.6772739475,65.84021264),
('2021-03-27 15:18:02.479375',101.59,25.61,-66.39,-0.37,0.37,-0.55,6.26,11258.0,1425.0,400.0,0.0,15209.0,19321.0,-0.12,-0.03,0.99,42.18,31.96,-37.7,44.26104262,26.00242905,104.6,0.0,66.8,0.9976973489,0.7591442551,64.97602635),
('2021-03-27 15:18:04.214461',101.59,25.59,-66.48,-0.31,0.55,-0.31,6.29,11270.0,1430.0,400.0,0.0,15212.0,19323.0,-0.12,-0.03,0.99,42.72,32.78,-36.6,44.261042610000004,26.00242906,104.6,0.0,66.8,0.9976973489,0.7033491309,65.10826983),
('2021-03-27 15:18:05.594485',101.58,25.42,-66.52,-0.31,0.31,-0.37,6.27,11272.0,1428.0,400.0,0.0,15214.0,19326.0,-0.12,-0.03,0.99,42.76,32.03,-39.2,44.261042589999995,26.002429069999998,104.6,0.0,66.8,0.9976973489,0.5736723804,66.2644588),
('2021-03-27 15:18:07.229618',101.59,25.33,-66.54,-0.31,0.55,-0.18,6.26,11261.0,1426.0,400.0,0.0,15219.0,19331.0,-0.12,-0.03,0.99,41.86,32.23,-36.7,44.261042589999995,26.002429080000002,104.6,0.0,66.8,0.9976973489,0.6565059025,64.32668575),
('2021-03-27 15:18:09.184514',101.59,25.26,-66.46,-0.49,0.43,-0.49,6.26,11256.0,1425.0,400.0,0.0,15224.0,19332.0,-0.12,-0.03,0.99,42.97,31.64,-38.1,44.26104258,26.002429080000002,104.6,0.0,66.8,0.9976973489,0.8155366331,65.56767878),
('2021-03-27 15:18:11.030000',101.59,25.22,-66.49,-0.43,0.24,-0.43,6.25,11244.0,1424.0,400.0,0.0,15225.0,19344.0,-0.12,-0.03,0.99,42.75,31.97,-37.3,44.26104257,26.00242909,104.6,0.0,66.8,0.9976973489,0.6537583651,65.12244928),
('2021-03-27 15:18:13.100109',101.58,25.13,-66.51,-0.43,0.37,-0.37,6.26,11251.0,1425.0,400.0,0.0,15222.0,19340.0,-0.12,-0.03,1.0,42.31,32.34,-37.4,44.26104255999999,26.002429080000002,104.6,0.0,66.8,1.00762096,0.6772739475,65.07512351),
('2021-03-27 15:18:14.524905',101.59,25.07,-66.53,-0.49,0.43,-0.49,6.28,11278.0,1429.0,400.0,0.0,15227.0,19342.0,-0.12,-0.03,1.0,42.66,32.3,-38.3,44.26104257,26.00242906,104.6,0.0,66.8,1.00762096,0.8155366331,65.80315798),
('2021-03-27 15:18:16.379862',101.59,25.11,-66.59,-0.43,0.37,-0.24,6.27,11267.0,1427.0,400.0,3.0,15221.0,19339.0,-0.12,-0.03,1.0,42.29,32.37,-39.4,44.26104257,26.00242905,104.6,0.0,66.8,1.00762096,0.6159545438,66.24666784),
('2021-03-27 15:18:19.463885',101.59,25.14,-66.44,-0.43,0.24,-0.31,6.25,11250.0,1424.0,400.0,0.0,15220.0,19346.0,-0.12,-0.03,1.0,42.15,32.8,-38.2,44.26104257,26.00242903,104.6,0.0,66.8,1.00762096,0.581893461,65.66355534),
('2021-03-27 15:18:21.470354',101.59,25.16,-66.41,-0.37,0.49,-0.49,6.26,11261.0,1426.0,400.0,0.0,15219.0,19344.0,-0.12,-0.04,1.0,43.77,33.08,-38.1,44.26104257,26.002429040000003,104.6,0.0,66.8,1.007968253,0.7855571271,66.79602758),
('2021-03-27 15:18:24.539239',101.57,25.13,-66.47,-0.37,0.37,-0.49,6.27,11257.0,1427.0,400.0,0.0,15233.0,19357.0,-0.12,-0.03,1.0,43.24,32.53,-38.2,44.26104257,26.00242906,104.6,0.0,66.8,1.00762096,0.7168681887,66.23547765),
('2021-03-27 15:18:26.550238',101.59,25.22,-66.41,-0.43,0.43,-0.24,6.27,11264.0,1427.0,400.0,1.0,15224.0,19349.0,-0.12,-0.03,1.0,42.77,32.24,-37.6,44.26104255999999,26.00242909,104.6,0.0,66.8,1.00762096,0.6537583651,65.44043475),
('2021-03-27 15:18:29.554283',101.59,25.33,-66.4,-0.55,0.31,-0.12,6.25,11242.0,1424.0,400.0,1.0,15211.0,19350.0,-0.12,-0.03,1.0,42.5,32.06,-38.4,44.26104422,26.00243062,104.8,0.0,66.7,1.00762096,0.6426507605,65.64033516),
('2021-03-27 15:18:31.654425',101.58,25.44,-66.3,-0.31,0.49,-0.31,6.26,11255.0,1425.0,400.0,5.0,15202.0,19341.0,-0.12,-0.03,1.0,42.05,32.51,-37.6,44.26103989,26.002425090000003,106.3,0.0,66.7,1.00762096,0.6574952471,65.10654806),
('2021-03-27 15:18:34.609279',101.58,25.55,-66.3,-0.43,0.49,-0.37,6.29,11275.0,1430.0,400.0,7.0,15188.0,19333.0,-0.12,-0.03,1.0,42.43,31.75,-37.4,44.26103796,26.002422029999998,106.8,0.0,66.7,1.00762096,0.7495998933,64.86237276),
('2021-03-27 15:18:36.694148',101.57,25.61,-66.44,-0.43,0.31,-0.49,6.27,11258.0,1428.0,400.0,12.0,15181.0,19340.0,-0.12,-0.03,1.0,43.1,32.67,-37.5,44.26103878,26.002422900000003,106.3,0.0,66.7,1.00762096,0.7218725649,65.8117687),
('2021-03-27 15:18:38.819429',101.59,25.67,-66.38,-0.43,0.43,-0.37,6.26,11246.0,1426.0,400.0,13.0,15186.0,19328.0,-0.12,-0.03,1.0,42.24,32.19,-39.1,44.26103962,26.002426449999998,105.8,0.0,66.7,1.00762096,0.7118286311,65.94864441),
('2021-03-27 15:18:43.369950',101.58,25.78,-66.32,-0.49,0.43,-0.37,6.27,11268.0,1428.0,400.0,19.0,15181.0,19325.0,-0.12,-0.03,1.0,42.05,31.84,-38.2,44.261039659999994,26.00242799,105.6,0.0,66.7,1.00762096,0.7495998933,65.1247119),
('2021-03-27 15:18:45.494409',101.58,25.68,-66.34,-0.31,0.43,-0.49,6.27,11272.0,1428.0,400.0,20.0,15176.0,19327.0,-0.12,-0.03,1.0,42.35,32.68,-39.5,44.26103977,26.002428180000003,105.7,0.0,66.7,1.00762096,0.7218725649,66.49627734),
('2021-03-27 15:18:49.219110',101.59,25.67,-66.32,-0.49,0.31,-0.37,6.27,11233.0,1427.0,400.0,22.0,15173.0,19312.0,-0.12,-0.03,1.0,41.92,32.64,-37.7,44.26103988,26.00242838,105.6,0.0,66.7,1.00762096,0.6878226516,65.14557544),
('2021-03-27 15:18:54.419012',101.57,25.59,-66.33,-0.49,0.37,-0.43,6.27,11275.0,1427.0,400.0,20.0,15175.0,19316.0,-0.12,-0.03,1.0,42.53,32.96,-37.7,44.26104007,26.00242862,105.6,0.0,66.7,1.00762096,0.7495998933,65.69971461),
('2021-03-27 15:18:56.648725',101.58,25.53,-66.36,-0.43,0.24,-0.37,6.25,11229.0,1423.0,400.0,26.0,15162.0,19314.0,-0.12,-0.03,0.99,42.66,32.43,-37.2,44.26103975,26.00242854,105.6,0.0,66.7,0.9976973489,0.6159545438,65.23358414),
('2021-03-27 15:18:59.584323',101.59,25.57,-66.17,-0.31,0.49,-0.61,6.24,11240.0,1424.0,400.0,24.0,15162.0,19310.0,-0.12,-0.03,0.99,42.02,32.67,-38.2,44.26103956,26.002428490000003,105.5,0.0,66.7,0.9976973489,0.8416056083,65.51526005),
('2021-03-27 15:19:01.853286',101.58,25.39,-66.2,-0.49,0.43,-0.49,6.26,11247.0,1425.0,400.0,32.0,15168.0,19309.0,-0.12,-0.03,1.0,42.43,32.1,-37.7,44.26103967,26.002428570000003,105.5,0.0,66.7,1.00762096,0.8155366331,65.20739912),
('2021-03-27 15:19:07.193681',101.58,25.46,-66.15,-0.43,0.31,-0.43,6.26,11244.0,1428.0,400.0,20.0,15167.0,19313.0,-0.12,-0.03,1.0,41.99,33.18,-36.6,44.26103971,26.002428639999998,105.5,0.0,66.7,1.00762096,0.6825686779,64.83542627),
('2021-03-27 15:19:09.283833',101.58,25.57,-66.17,-0.37,0.49,-0.37,6.26,11251.0,1426.0,400.0,22.0,15164.0,19319.0,-0.12,-0.03,1.0,42.24,32.85,-37.6,44.26103984,26.002428839999997,105.6,0.0,66.7,1.00762096,0.7168681887,65.39954205),
('2021-03-27 15:19:11.404040',101.59,25.61,-66.26,-0.31,0.31,-0.24,6.26,11253.0,1426.0,406.0,29.0,15156.0,19310.0,-0.12,-0.03,1.0,42.6,31.98,-37.9,44.261039849999996,26.002428839999997,105.6,0.0,66.7,1.00762096,0.49979996,65.37499828),
('2021-03-27 15:19:13.244699',101.59,25.65,-66.22,-0.37,0.31,-0.43,6.27,11254.0,1427.0,402.0,28.0,15156.0,19309.0,-0.12,-0.03,1.0,41.93,32.25,-36.2,44.26103983,26.002428799999997,105.6,0.0,66.7,1.00762096,0.6464518544,64.09857565),
('2021-03-27 15:19:15.255509',101.59,25.68,-66.19,-0.31,0.31,-0.37,6.27,11246.0,1427.0,413.0,30.0,15147.0,19300.0,-0.12,-0.03,1.0,42.05,32.71,-37.9,44.26103989,26.00242881,105.7,0.0,66.7,1.00762096,0.5736723804,65.3800933),
('2021-03-27 15:19:16.939186',101.58,25.83,-66.1,-0.37,0.49,-0.37,6.24,11222.0,1424.0,426.0,36.0,15139.0,19297.0,-0.12,-0.03,1.0,42.14,32.86,-37.9,44.26103997,26.002428839999997,105.7,0.0,66.7,1.00762096,0.7168681887,65.51312235),
('2021-03-27 15:19:18.524756',101.59,25.85,-66.08,-0.24,0.37,-0.31,6.25,11228.0,1423.0,425.0,38.0,15134.0,19288.0,-0.14,-0.03,0.98,10.66,40.98,-32.3,44.26104,26.00242882,105.7,0.0,66.7,0.990403958,0.5390732789,53.25679299),
('2021-03-27 15:19:19.918806',101.58,25.98,-66.15,-0.31,0.55,-0.31,6.31,10965.0,1434.0,425.0,81.0,15139.0,19227.0,-0.14,-0.03,0.98,10.72,40.72,-32.0,44.26104012,26.00242887,105.8,0.0,66.7,0.990403958,0.7033491309,52.8870192),
('2021-03-27 15:19:21.239023',101.56,26.02,-40.63,-0.18,0.49,-0.37,6.3,10944.0,1433.0,428.0,79.0,15141.0,19228.0,-0.14,-0.03,0.98,10.29,40.59,-33.0,44.26104031,26.00242894,105.8,0.0,66.7,0.990403958,0.6398437309,53.3144652),
('2021-03-27 15:19:22.519655',101.56,25.96,-40.42,-0.24,0.49,-0.12,6.32,10961.0,1436.0,420.0,76.0,15142.0,19232.0,-0.14,-0.03,0.98,10.88,40.82,-32.8,44.2610404,26.00242897,105.8,0.0,66.7,0.990403958,0.5586591089,53.48351896),
('2021-03-27 15:19:24.189014',101.56,25.85,-40.48,-0.37,0.43,-0.31,6.31,10962.0,1435.0,409.0,70.0,15151.0,19240.0,-0.14,-0.03,0.98,10.86,40.41,-33.3,44.26104054,26.00242906,105.8,0.0,66.7,0.990403958,0.6464518544,53.4770764),
('2021-03-27 15:19:26.142575',101.56,25.87,-40.61,-0.31,0.37,-0.37,6.31,10970.0,1435.0,400.0,68.0,15153.0,19245.0,-0.14,-0.03,0.97,10.51,40.43,-33.6,44.26104075,26.002429149999998,105.8,0.0,66.7,0.9805100713,0.608194048,53.60974725),
('2021-03-27 15:19:27.552840',101.54,25.87,-40.43,-0.43,0.31,-0.12,6.29,10929.0,1432.0,400.0,63.0,15176.0,19257.0,-0.14,-0.03,0.97,10.08,41.27,-33.0,44.26104086,26.0024292,105.9,0.0,66.7,0.9805100713,0.5435071297,53.7942311),
('2021-03-27 15:19:29.797705',101.56,25.68,-40.39,-0.12,0.49,-0.37,6.3,10937.0,1432.0,400.0,54.0,15183.0,19268.0,-0.14,-0.03,0.97,10.69,40.09,-32.4,44.26104099,26.00242926,105.9,0.0,66.7,0.9805100713,0.6256196928,52.64260822),
('2021-03-27 15:19:32.222600',101.56,25.59,-40.53,-0.43,0.49,-0.24,6.3,10949.0,1432.0,400.0,51.0,15189.0,19270.0,-0.14,-0.03,0.97,10.22,40.39,-33.6,44.26104104,26.002429269999997,105.9,0.0,66.7,0.9805100713,0.6946941773,53.52345747),
('2021-03-27 15:19:33.967699',101.56,25.35,-40.33,-0.31,0.31,-0.31,6.3,10953.0,1432.0,400.0,45.0,15207.0,19285.0,-0.14,-0.03,0.97,10.77,39.95,-32.6,44.261041070000005,26.00242921,105.9,0.0,66.7,0.9805100713,0.5369357503,52.67594707),
('2021-03-27 15:19:35.717712',101.56,25.26,-40.35,-0.55,0.43,-0.49,6.3,10939.0,1432.0,400.0,39.0,15219.0,19294.0,-0.14,-0.03,0.97,10.75,39.83,-32.6,44.2610412,26.002429269999997,105.9,0.0,66.7,0.9805100713,0.8529361055,52.58090338),
