('time,pressure,temperature,'humidity,gyro_x,gyro_y,gyro_z,uv_index,ir_light,visible_light,eco2,tvoc,rawh2,rawethanol,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,latitude,longitude,altitude,speed,course,acc,gyro,mag),
('2021-03-27 15:09:45.379703',101.71,24.1,-39.1,-0.31,0.43,-0.37,4.73,7540.0,1140.0,424.0,17.0,15174.0,19256.0,-0.14,-0.05,0.99,18.14,6.6,-35.7,44.261057920000006,26.00241728,113.2,0.0,252.1,1.001099396,0.6464518544,40.58459806),
('2021-03-27 15:09:46.763522',101.72,24.1,-39.04,-0.37,0.24,-0.37,4.74,7543.0,1142.0,431.0,13.0,15175.0,19256.0,-0.14,-0.05,0.99,18.7,6.57,-34.5,44.26105778,26.002417310000002,113.2,0.0,252.1,1.001099396,0.5756735186,39.78825078),
('2021-03-27 15:09:48.000390',101.72,24.1,-38.85,-0.49,0.31,-0.43,4.73,7542.0,1140.0,441.0,16.0,15169.0,19254.0,-0.14,-0.05,0.99,17.91,6.8,-35.0,44.26105769,26.00241735,113.3,0.0,252.1,1.001099396,0.7218725649,39.89997619),
('2021-03-27 15:09:49.205264',101.72,24.18,-38.96,-0.43,0.49,-0.37,4.72,7532.0,1138.0,442.0,17.0,15166.0,19257.0,-0.14,-0.05,0.99,18.4,7.37,-34.5,44.26105747,26.00241739,113.3,0.0,252.1,1.001099396,0.7495998933,39.78852724),
('2021-03-27 15:09:50.385593',101.73,24.25,-38.85,-0.31,0.31,-0.37,4.73,7530.0,1139.0,455.0,17.0,15156.0,19255.0,-0.14,-0.05,0.99,19.04,7.19,-33.9,44.26105739,26.00241746,113.3,0.0,252.1,1.001099396,0.5736723804,39.54020359),
('2021-03-27 15:09:51.584347',101.72,24.34,-38.97,-0.49,0.43,-0.43,4.71,7516.0,1136.0,465.0,23.0,15146.0,19243.0,-0.14,-0.05,1.0,18.66,6.07,-32.2,44.26105733,26.00241747,113.4,0.0,252.1,1.010989614,0.7809609465,37.70783075),
('2021-03-27 15:09:52.759385',101.72,24.42,-39.06,-0.55,0.31,-0.31,4.73,7540.0,1139.0,459.0,20.0,15151.0,19247.0,-0.14,-0.05,0.99,17.7,7.41,-34.6,44.26105727,26.00241748,113.4,0.0,252.1,1.001099396,0.7033491309,39.56460666),
('2021-03-27 15:09:53.913779',101.72,24.32,-39.19,-0.49,0.37,-0.43,4.74,7530.0,1140.0,451.0,22.0,15159.0,19254.0,-0.14,-0.05,0.99,18.35,5.97,-34.1,44.26105723,26.00241749,113.4,0.0,252.1,1.001099396,0.7495998933,39.1812889),
('2021-03-27 15:09:55.158184',101.73,24.31,-38.97,-0.37,0.43,-0.49,4.73,7520.0,1139.0,453.0,24.0,15154.0,19246.0,-0.14,-0.05,0.99,18.09,7.41,-34.4,44.26105713,26.002417519999998,113.4,0.0,252.1,1.001099396,0.7495998933,39.56660461),
('2021-03-27 15:09:56.318664',101.72,24.44,-38.86,-0.37,0.43,-0.37,4.72,7513.0,1137.0,465.0,26.0,15144.0,19245.0,-0.14,-0.05,0.99,17.88,7.3,-34.5,44.261057060000006,26.00241751,113.4,0.0,252.1,1.001099396,0.6772739475,39.53775917),
('2021-03-27 15:09:57.500074',101.72,24.45,-38.88,-0.43,0.43,-0.43,4.72,7517.0,1138.0,467.0,24.0,15140.0,19239.0,-0.14,-0.05,1.0,17.42,6.84,-34.4,44.26105699,26.00241753,113.4,0.0,252.1,1.010989614,0.7447818473,39.16123083),
('2021-03-27 15:09:58.689433',101.73,24.49,-38.93,-0.55,0.43,-0.31,4.72,7523.0,1137.0,484.0,31.0,15138.0,19236.0,-0.14,-0.05,1.0,18.54,5.99,-33.5,44.26105691,26.00241757,113.4,0.0,252.1,1.010989614,0.763871717,38.75386045),
('2021-03-27 15:09:59.835243',101.72,24.64,-39.0,-0.31,0.31,-0.24,4.72,7541.0,1138.0,481.0,30.0,15129.0,19228.0,-0.14,-0.05,1.0,17.31,7.15,-35.1,44.26105684,26.002417599999998,113.5,0.0,252.1,1.010989614,0.49979996,39.78402443),
('2021-03-27 15:10:01.070165',101.73,24.68,-39.1,-0.24,0.43,-0.31,4.72,7558.0,1138.0,485.0,33.0,15123.0,19226.0,-0.14,-0.05,0.99,18.79,6.64,-33.4,44.26105681,26.002417639999997,113.5,0.0,252.1,1.001099396,0.581893461,38.8936203),
('2021-03-27 15:10:02.225350',101.72,24.72,-39.3,-0.31,0.31,-0.24,4.72,7528.0,1137.0,481.0,31.0,15129.0,19236.0,-0.14,-0.05,0.99,17.88,7.51,-33.9,44.26105666,26.00241769,113.5,0.0,252.1,1.001099396,0.49979996,39.05514691),
('2021-03-27 15:10:03.659521',101.72,24.68,-38.86,-0.24,0.49,-0.49,4.72,7531.0,1138.0,482.0,35.0,15133.0,19223.0,-0.14,-0.05,0.99,17.91,7.12,-34.3,44.26105353,26.00241779,113.8,0.0,173.3,1.001099396,0.7333484847,39.3440275),
('2021-03-27 15:10:06.614410',101.72,24.7,-38.88,-0.43,0.55,-0.24,4.73,7523.0,1139.0,467.0,37.0,15138.0,19236.0,-0.14,-0.05,0.99,17.64,6.47,-34.5,44.2610498,26.002419070000002,114.0,0.0,173.3,1.001099396,0.738241153,39.28460895),
('2021-03-27 15:10:09.390554',101.72,24.7,-38.92,-0.31,0.43,-0.49,4.71,7510.0,1136.0,464.0,30.0,15136.0,19227.0,-0.14,-0.05,0.99,18.51,7.21,-34.8,44.26104444,26.002421610000003,114.8,0.0,173.3,1.001099396,0.7218725649,40.07049039),
('2021-03-27 15:10:11.179675',101.73,24.7,-38.78,-0.37,0.61,-0.43,4.72,7519.0,1137.0,476.0,33.0,15134.0,19231.0,-0.14,-0.05,0.99,17.69,6.99,-35.1,44.26104128,26.002422369999998,115.0,0.0,173.3,1.001099396,0.8330066026,39.92250243),
('2021-03-27 15:10:21.350596',101.71,24.73,-38.77,-0.24,0.55,-0.49,4.71,7505.0,1136.0,500.0,38.0,15114.0,19219.0,-0.14,-0.05,0.99,17.98,6.97,-34.7,44.2610335,26.00242348,116.3,0.0,173.3,1.001099396,0.7747257579,39.69825311),
('2021-03-27 15:10:22.732036',101.72,24.79,-38.77,-0.43,0.31,-0.31,4.71,7525.0,1136.0,505.0,40.0,15107.0,19218.0,-0.14,-0.05,0.99,18.26,6.85,-34.4,44.261033479999995,26.0024235,116.3,0.0,173.3,1.001099396,0.6140846847,39.54377448),
('2021-03-27 15:10:24.544239',101.73,24.86,-38.95,-0.49,0.49,-0.24,4.69,7528.0,1133.0,512.0,48.0,15108.0,19211.0,-0.14,-0.05,0.99,17.16,6.87,-35.0,44.26103344,26.00242352,116.3,0.0,173.3,1.001099396,0.7333484847,39.58108766),
('2021-03-27 15:10:26.542024',101.72,24.85,-39.12,-0.37,0.55,-0.31,4.68,7552.0,1130.0,529.0,48.0,15101.0,19200.0,-0.14,-0.05,0.99,17.91,7.15,-34.1,44.26103343,26.00242353,116.3,0.0,173.3,1.001099396,0.7317786551,39.17525494),
('2021-03-27 15:10:28.325800',101.72,24.92,-39.61,-0.37,0.43,-0.31,4.68,7610.0,1130.0,524.0,55.0,15095.0,19202.0,-0.14,-0.05,0.99,17.74,7.35,-34.4,44.26103341,26.00242354,116.3,0.0,173.3,1.001099396,0.6464518544,39.39657472),
('2021-03-27 15:10:29.873946',101.71,24.92,-40.53,-0.37,0.37,-0.43,4.69,7572.0,1132.0,523.0,48.0,15101.0,19203.0,-0.14,-0.05,0.99,18.25,7.35,-33.9,44.261033399999995,26.00242354,116.3,0.0,173.3,1.001099396,0.6772739475,39.19559924),
('2021-03-27 15:10:32.678725',101.72,24.94,-39.76,-0.31,0.37,-0.31,4.67,7501.0,1129.0,516.0,53.0,15103.0,19200.0,-0.14,-0.05,0.99,17.29,7.15,-35.1,44.26103336999999,26.00242354,116.3,0.0,173.3,1.001099396,0.5736723804,39.77532652),
('2021-03-27 15:10:34.764097',101.72,24.94,-38.97,-0.18,-0.12,-0.92,4.69,7503.0,1132.0,513.0,51.0,15099.0,19189.0,-0.15,-0.06,0.99,18.15,6.54,-33.5,44.26103335,26.00242353,116.3,0.0,173.3,1.00309521,0.9450925881,38.65804056),
('2021-03-27 15:10:36.725340',101.72,24.94,-39.08,-0.73,0.98,1.28,4.66,7479.0,1127.0,506.0,55.0,15110.0,19194.0,-0.15,-0.03,0.98,17.64,6.56,-35.0,44.261033319999996,26.00242353,116.3,0.0,173.3,0.9918669266,1.769660984,39.73918973),
('2021-03-27 15:10:38.555336',101.72,24.72,-38.86,-0.37,0.31,-0.31,4.68,7478.0,1130.0,481.0,51.0,15122.0,19209.0,-0.15,-0.05,0.99,17.7,7.06,-34.1,44.26103327,26.00242354,116.3,0.0,173.3,1.002546757,0.5736723804,39.06332807),
('2021-03-27 15:10:40.095993',101.71,24.68,-38.82,-0.31,0.37,-0.55,4.68,7478.0,1130.0,479.0,49.0,15129.0,19201.0,-0.15,-0.05,0.99,17.48,7.56,-34.7,44.26103325,26.00242353,116.3,0.0,173.3,1.002546757,0.7317786551,39.58274877),
('2021-03-27 15:10:41.320432',101.73,24.62,-38.79,-0.31,0.49,-0.24,4.68,7484.0,1130.0,475.0,46.0,15133.0,19203.0,-0.15,-0.05,0.99,18.59,6.87,-33.8,44.26103325,26.00242354,116.3,0.0,173.3,1.002546757,0.6275348596,39.18194737),
('2021-03-27 15:10:42.845565',101.72,24.73,-38.91,-0.49,0.43,-0.43,4.66,7463.0,1127.0,483.0,45.0,15126.0,19204.0,-0.15,-0.05,0.99,17.54,7.07,-35.9,44.26103325,26.00242355,116.3,0.0,173.3,1.002546757,0.7809609465,40.57642789),
('2021-03-27 15:10:44.965103',101.73,24.77,-38.67,-0.37,0.43,-0.43,4.67,7480.0,1129.0,482.0,42.0,15122.0,19211.0,-0.15,-0.05,0.99,18.4,6.64,-33.8,44.26102806,26.00243384,114.4,0.874556,120.7,1.002546757,0.7118286311,39.05239557),
('2021-03-27 15:10:47.070633',101.72,24.81,-38.75,-0.31,0.37,-0.37,4.66,7468.0,1127.0,488.0,51.0,15125.0,19204.0,-0.14,-0.05,0.99,17.02,7.07,-34.0,44.26103229,26.00242301,110.5,0.0,120.7,1.001099396,0.608194048,38.67383224),
('2021-03-27 15:10:49.164319',101.71,24.81,-38.71,-2.75,-4.03,-2.81,6.28,12022.0,1429.0,463.0,48.0,15145.0,19209.0,-0.12,-0.02,1.0,25.43,44.07,-35.5,44.261035250000006,26.00241621,108.1,0.0,120.7,1.007372821,5.630230901,62.04111379),
('2021-03-27 15:10:52.444495',101.53,24.85,-59.66,-0.37,0.37,-0.37,0.9,1290.0,424.0,437.0,35.0,15168.0,19217.0,-0.12,-0.03,0.99,25.92,43.64,-36.2,44.261038479999996,26.002409859999997,105.5,0.0,120.7,0.9976973489,0.6408587988,62.34369254),
('2021-03-27 15:10:54.649460',101.66,24.75,13.34,-0.43,0.43,-0.49,1.03,1350.0,447.0,439.0,34.0,15165.0,19227.0,-0.12,-0.03,0.98,25.62,43.33,-36.5,44.26104163,26.00240672,104.6,0.0,120.7,0.9877752781,0.7809609465,62.17815774),
('2021-03-27 15:10:56.793954',101.66,24.51,13.91,-0.37,0.49,-0.18,1.14,1453.0,470.0,431.0,30.0,15169.0,19234.0,-0.12,-0.03,0.98,25.35,43.93,-34.4,44.26104293,26.00240682,104.3,0.0,120.7,0.9877752781,0.6398437309,61.28480562),
('2021-03-27 15:10:58.919317',101.65,24.44,13.88,-0.43,0.24,-0.31,6.63,12221.0,1495.0,423.0,31.0,15170.0,19231.0,-0.13,-0.02,0.98,24.94,44.25,-35.4,44.261043259999994,26.00240692,104.2,0.0,120.7,0.9887871358,0.581893461,61.91305274),
('2021-03-27 15:11:00.999781',101.53,24.51,-58.93,-0.37,0.31,-0.12,6.67,12282.0,1501.0,445.0,30.0,15159.0,19235.0,-0.13,-0.02,0.99,25.51,43.33,-37.4,44.26104333999999,26.00240696,104.2,0.0,120.7,0.9986991539,0.4973932046,62.66585195),
('2021-03-27 15:11:03.120388',101.53,24.79,-58.77,-0.37,0.37,-0.49,6.7,12301.0,1505.0,454.0,29.0,15143.0,19239.0,-0.13,-0.02,0.99,25.55,43.2,-36.9,44.26104335,26.00240698,104.2,0.0,120.7,0.9986991539,0.7168681887,62.29488342),
('2021-03-27 15:11:06.929198',101.53,24.96,-58.63,-0.24,0.37,-0.49,6.7,12316.0,1508.0,467.0,30.0,15133.0,19234.0,-0.13,-0.02,0.99,25.5,43.65,-36.5,44.26104436,26.00240016,103.7,0.0,87.9,0.9986991539,0.659241989,62.35240573),
('2021-03-27 15:11:08.744985',101.53,25.13,-58.52,-0.31,0.31,-0.37,6.71,12319.0,1510.0,489.0,33.0,15122.0,19226.0,-0.13,-0.02,0.99,25.68,44.34,-37.2,44.261045839999994,26.00239535,103.1,0.0,87.9,0.9986991539,0.5736723804,63.31933354),
('2021-03-27 15:11:11.589269',101.51,25.18,-58.36,-0.18,0.43,-0.24,6.69,12292.0,1507.0,496.0,35.0,15117.0,19227.0,-0.13,-0.02,1.0,25.4,44.06,-37.2,44.26104749,26.002388460000002,102.7,0.0,87.9,1.008612909,0.5243090692,63.01018648),
('2021-03-27 15:11:14.319502',101.53,25.29,-58.42,-0.31,0.49,-0.24,6.72,12333.0,1511.0,497.0,35.0,15114.0,19221.0,-0.13,-0.02,0.99,25.28,43.71,-35.9,44.26104809,26.00238602,102.5,0.0,87.9,0.9986991539,0.6275348596,61.95524594),
('2021-03-27 15:12:52.104071',101.53,25.35,-58.4,-0.18,0.43,-0.31,6.72,12340.0,1511.0,507.0,42.0,15100.0,19217.0,-0.13,-0.02,0.99,25.35,43.71,-38.0,44.26104804,26.002390919999996,101.6,0.0,104.7,0.9986991539,0.5598214001,63.22330741),
('2021-03-27 15:12:54.989219',101.53,25.46,-58.34,-0.37,0.37,-0.24,6.72,12346.0,1512.0,512.0,40.0,15098.0,19214.0,-0.13,-0.02,1.0,25.11,43.92,-34.9,44.261048030000005,26.002390860000002,101.6,0.0,104.7,1.008612909,0.5756735186,61.46127643),
('2021-03-27 15:12:58.649606',101.53,25.63,-58.12,-0.24,0.37,-0.49,6.72,12330.0,1514.0,532.0,46.0,15084.0,19208.0,-0.13,-0.02,0.99,25.45,43.81,-36.4,44.261048,26.002390799999997,101.6,0.0,104.7,0.9986991539,0.659241989,62.38572433),
('2021-03-27 15:13:00.720333',101.52,25.72,-58.1,2.5,4.52,-3.85,6.73,12326.0,1513.0,541.0,55.0,15080.0,19200.0,-0.11,0.05,0.96,26.43,43.63,-37.4,44.26104798,26.00239079,101.6,0.0,104.7,0.9675742866,6.442274443,63.25252406),
('2021-03-27 15:13:48.804038',101.52,27.45,-59.85,-0.18,0.49,-0.37,6.76,12312.0,1520.0,451.0,44.0,15132.0,19201.0,-0.12,-0.02,0.99,26.72,43.76,-35.9,44.26104762,26.00239032,101.5,0.0,104.7,0.9974467404,0.6398437309,62.5915809),
('2021-03-27 15:13:50.929347',101.53,27.43,-59.73,-0.18,0.43,-0.06,6.77,12317.0,1521.0,445.0,43.0,15136.0,19208.0,-0.12,-0.02,0.99,27.22,43.81,-36.2,44.26104765,26.00239032,101.5,0.0,104.7,0.9974467404,0.47,63.01336763),
('2021-03-27 15:13:53.049772',101.53,27.43,-59.75,1.53,3.23,-6.84,6.79,12353.0,1524.0,437.0,37.0,15145.0,19222.0,-0.31,-0.07,0.99,26.98,44.14,-35.4,44.26104906,26.002392020000002,101.7,0.0,88.5,1.039759588,7.71747368,62.68508595),
('2021-03-27 15:13:56.104549',101.52,27.45,-60.29,0.37,0.06,-1.95,6.77,12304.0,1521.0,455.0,42.0,15134.0,19212.0,-0.11,0.0,0.98,26.66,43.9,-36.0,44.26105244,26.00239521,101.3,0.0,88.5,0.9861541462,1.985698869,62.72133289),
('2021-03-27 15:13:59.064535',101.51,27.43,-60.06,-0.12,0.73,-0.43,6.77,12295.0,1520.0,438.0,38.0,15141.0,19219.0,-0.13,-0.02,0.99,27.14,43.71,-36.9,44.26105449,26.00239613,100.9,0.0,88.5,0.9986991539,0.8556868586,63.31471946),
('2021-03-27 15:14:01.949379',101.53,27.45,-60.05,-0.06,0.67,-0.18,6.78,12329.0,1523.0,433.0,38.0,15147.0,19218.0,-0.12,-0.01,0.99,26.89,43.3,-36.0,44.26105709,26.00239489,100.4,0.0,88.5,0.9972963451,0.6963476143,62.40161937),
('2021-03-27 15:14:04.999594',101.52,27.53,-60.02,-0.18,0.49,-0.31,6.77,12315.0,1524.0,437.0,34.0,15144.0,19224.0,-0.12,-0.01,0.99,27.11,43.9,-36.6,44.2610586,26.0023909,100.3,0.0,88.5,0.9972963451,0.6071243695,63.25916613),
('2021-03-27 15:14:07.114454',101.53,27.51,-59.98,-0.18,0.61,-0.24,6.76,12304.0,1519.0,427.0,30.0,15151.0,19228.0,-0.12,-0.02,0.99,27.16,43.8,-36.4,44.26105871,26.002390260000002,100.3,0.0,88.5,0.9974467404,0.679779376,63.09568606),
('2021-03-27 15:14:09.459061',101.53,27.42,-59.97,-0.06,0.49,-0.37,6.77,12316.0,1521.0,430.0,31.0,15150.0,19234.0,-0.12,-0.01,0.99,26.54,43.7,-36.3,44.261058739999996,26.00239003,100.3,0.0,88.5,0.9972963451,0.6169278726,62.70368091),
('2021-03-27 15:14:11.564154',101.51,27.45,-60.1,-0.12,0.55,-0.12,6.79,12321.0,1524.0,430.0,29.0,15147.0,19229.0,-0.12,-0.01,0.99,26.75,44.49,-37.2,44.261058750000004,26.002389899999997,100.3,0.0,88.5,0.9972963451,0.5755866572,63.86519083),
('2021-03-27 15:14:13.634668',101.53,27.45,-60.14,-0.18,0.49,-0.18,6.76,12285.0,1519.0,436.0,30.0,15138.0,19232.0,-0.12,-0.01,0.99,26.97,43.87,-37.7,44.261058739999996,26.0023898,100.3,0.0,88.5,0.9972963451,0.5521775077,63.82200091),
('2021-03-27 15:14:15.710508',101.53,27.42,-59.93,-0.18,0.49,-0.31,6.78,12306.0,1523.0,453.0,31.0,15130.0,19228.0,-0.12,-0.01,0.99,27.12,44.03,-36.7,44.26105873,26.002389750000003,100.4,0.0,88.5,0.9972963451,0.6071243695,63.41155494),
('2021-03-27 15:14:18.539071',101.52,27.29,-60.05,-0.12,0.55,-0.37,6.78,12323.0,1522.0,431.0,29.0,15147.0,19228.0,-0.12,-0.01,0.98,27.08,43.47,-37.2,44.26105873,26.00238969,100.4,0.0,88.5,0.9873702446,0.6736467917,63.29934676),
('2021-03-27 15:14:20.649670',101.53,26.93,-60.14,-0.12,0.67,-0.24,6.77,12317.0,1520.0,413.0,24.0,15159.0,19242.0,-0.12,-0.01,0.98,26.86,43.77,-36.0,44.261058739999996,26.0023896,100.4,0.0,88.5,0.9873702446,0.721734023,62.71580742),
('2021-03-27 15:14:22.690545',101.51,26.76,-60.34,-0.18,0.55,-0.24,6.77,12302.0,1520.0,410.0,20.0,15166.0,19244.0,-0.12,-0.01,0.98,27.12,43.81,-35.7,44.261058750000004,26.002389530000002,100.4,0.0,88.5,0.9873702446,0.6264982043,62.68413276),
('2021-03-27 15:14:24.764096',101.53,26.78,-60.28,-0.24,0.55,-0.24,6.77,12303.0,1520.0,404.0,18.0,15168.0,19254.0,-0.12,-0.01,0.99,27.36,43.69,-37.2,44.261058739999996,26.002389509999997,100.4,0.0,88.5,0.9972963451,0.6462971453,63.57063552),
('2021-03-27 15:14:39.129197',101.53,26.8,-60.21,-0.18,0.61,-0.12,6.77,12302.0,1520.0,419.0,19.0,15157.0,19243.0,-0.12,-0.01,0.99,27.11,42.81,-36.7,44.26105864,26.002389530000002,100.4,0.0,88.5,0.9972963451,0.647224845,62.56627047),
('2021-03-27 15:15:03.145255',101.53,27.01,-60.11,-0.24,0.49,-0.24,6.78,12317.0,1523.0,434.0,21.0,15145.0,19245.0,-0.12,-0.01,0.99,27.03,43.66,-37.1,44.261058229999996,26.002389739999998,100.5,0.0,88.5,0.9972963451,0.5960704656,63.35003157),
('2021-03-27 15:15:08.348962',101.52,27.01,-59.97,-0.06,0.55,-0.24,6.77,12323.0,1521.0,428.0,22.0,15150.0,19248.0,-0.12,-0.01,0.99,26.73,44.1,-34.8,44.26105815,26.002389750000003,100.5,0.0,88.5,0.9972963451,0.6030754513,62.21208002),
('2021-03-27 15:15:10.464352',101.51,26.88,-60.2,-0.12,0.49,-0.37,6.78,12348.0,1523.0,423.0,16.0,15150.0,19247.0,-0.12,-0.01,0.99,27.23,44.43,-37.2,44.26105813,26.00238972,100.5,0.0,88.5,0.9972963451,0.6256196928,64.02607125),
('2021-03-27 15:15:12.553391',101.53,26.99,-60.26,-0.12,0.43,-0.18,6.76,12279.0,1519.0,419.0,18.0,15153.0,19249.0,-0.12,-0.01,0.99,27.01,43.97,-36.0,44.261058139999996,26.00238973,100.5,0.0,88.5,0.9972963451,0.4813522619,62.91979816),
('2021-03-27 15:15:16.874463',101.53,27.02,-60.01,-0.12,0.49,-0.43,6.77,12292.0,1520.0,423.0,16.0,15149.0,19250.0,-0.12,-0.01,0.99,27.67,44.2,-36.4,44.261058160000005,26.002389790000002,100.5,0.0,88.5,0.9972963451,0.6628725368,63.5942521),
('2021-03-27 15:15:18.979426',101.53,27.1,-59.95,0.0,0.49,-0.24,6.77,12299.0,1521.0,445.0,19.0,15135.0,19242.0,-0.12,-0.01,0.99,26.94,43.26,-36.0,44.261058160000005,26.002389819999998,100.5,0.0,88.5,0.9972963451,0.5456189146,62.39544214),
('2021-03-27 15:15:21.069971',101.52,27.19,-59.85,-0.37,0.55,-0.12,6.79,12344.0,1524.0,452.0,21.0,15124.0,19248.0,-0.12,-0.01,0.99,26.97,43.74,-36.7,44.261058160000005,26.00238984,100.5,0.0,88.5,0.9972963451,0.6736467917,63.1463261),
('2021-03-27 15:15:28.565448',101.51,27.25,-59.98,-0.18,0.43,-0.37,6.77,12297.0,1521.0,472.0,26.0,15108.0,19243.0,-0.12,-0.01,0.99,27.34,43.62,-36.4,44.26105817,26.00238989,100.5,0.0,88.5,0.9972963451,0.5951470407,63.04871133),
('2021-03-27 15:15:32.308821',101.53,27.27,-59.84,-0.06,0.31,-0.06,6.77,12303.0,1520.0,497.0,29.0,15094.0,19227.0,-0.12,-0.01,1.0,27.43,44.19,-37.4,44.261058160000005,26.00238989,100.5,0.0,88.5,1.007223908,0.3214031736,64.06185292),
('2021-03-27 15:15:35.928593',101.52,27.51,-59.67,-0.12,0.61,-0.12,6.77,12297.0,1517.0,506.0,34.0,15094.0,19229.0,-0.12,-0.01,0.99,27.73,43.43,-37.7,44.26105815,26.002389870000002,100.6,0.0,88.5,0.9972963451,0.6331666447,63.84675246),
('2021-03-27 15:15:37.962891',101.53,27.47,-59.74,0.0,0.55,-0.24,6.77,12310.0,1521.0,494.0,36.0,15092.0,19221.0,-0.12,-0.01,0.99,27.62,42.99,-36.7,44.261058139999996,26.002389859999997,100.6,0.0,88.5,0.9972963451,0.6000833275,62.91179937),
('2021-03-27 15:15:40.052734',101.52,27.45,-59.71,0.0,0.49,-0.31,6.78,12317.0,1523.0,489.0,34.0,15100.0,19220.0,-0.12,-0.01,0.99,27.33,43.97,-36.5,44.26105815,26.00238985,100.6,0.0,88.5,0.9972963451,0.5798275606,63.34461145),
('2021-03-27 15:15:42.122878',101.51,27.49,-59.81,-0.24,0.49,-0.24,6.76,12265.0,1518.0,484.0,33.0,15096.0,19220.0,-0.12,-0.01,0.99,26.93,43.95,-37.0,44.261058139999996,26.00238984,100.6,0.0,88.5,0.9972963451,0.5960704656,63.44940819),
('2021-03-27 15:15:44.252837',101.52,27.51,-59.72,-0.18,0.37,-0.43,6.77,12295.0,1520.0,482.0,32.0,15105.0,19215.0,-0.12,-0.01,0.99,27.47,43.24,-35.1,44.26105815,26.002389819999998,100.6,0.0,88.5,0.9972963451,0.5951470407,62.09918276),
('2021-03-27 15:15:46.337480',101.52,27.55,-59.68,-0.18,0.49,-0.43,6.78,12311.0,1522.0,488.0,37.0,15096.0,19218.0,-0.12,-0.01,0.99,27.67,43.65,-37.5,44.26105815,26.00238981,100.6,0.0,88.5,0.9972963451,0.6763135368,63.85296704),
('2021-03-27 15:15:50.358366',101.53,27.64,-59.59,-0.18,0.43,-0.43,6.76,12289.0,1518.0,501.0,44.0,15094.0,19210.0,-0.12,-0.01,1.0,27.48,43.49,-35.8,44.26105813,26.002389830000002,100.6,0.0,88.5,1.007223908,0.6341923998,62.67511867),
('2021-03-27 15:15:52.344330',101.52,27.75,-59.79,0.0,0.49,-0.37,6.76,12289.0,1519.0,498.0,44.0,15086.0,19205.0,-0.12,-0.01,0.99,27.7,44.1,-36.5,44.261056550000006,26.00239186,100.7,0.0,87.9,0.9972963451,0.6140032573,63.59520422),
('2021-03-27 15:15:54.473906',101.52,27.81,-59.82,-0.12,0.37,-0.31,6.77,12310.0,1521.0,492.0,40.0,15098.0,19216.0,-0.12,-0.01,0.99,27.28,44.19,-35.5,44.26105519,26.00239238,100.7,0.0,87.9,0.9972963451,0.4973932046,62.90631526),
('2021-03-27 15:15:56.583825',101.53,27.79,-59.87,-0.06,0.24,-0.24,6.79,12333.0,1525.0,496.0,47.0,15091.0,19207.0,-0.12,-0.01,0.99,27.4,43.26,-36.2,44.26105376,26.0023946,100.1,0.0,87.9,0.9972963451,0.3446737588,62.71066576),
('2021-03-27 15:15:58.729310',101.53,27.81,-59.7,-0.18,0.55,-0.24,6.76,12275.0,1519.0,500.0,48.0,15084.0,19202.0,-0.12,-0.01,0.99,27.83,44.12,-36.7,44.26105297,26.00239753,100.1,0.257222,81.4,0.9972963451,0.6264982043,63.78066557),
('2021-03-27 15:16:00.789301',101.52,27.88,-59.87,-0.18,0.49,-0.12,6.77,12289.0,1520.0,506.0,49.0,15087.0,19203.0,-0.12,-0.01,0.99,27.2,43.8,-36.6,44.26105156,26.00240362,99.8,0.0,81.4,0.9972963451,0.5356304696,63.2284746),
('2021-03-27 15:16:03.654143',101.53,27.94,-59.72,-0.12,0.55,-0.18,6.77,12292.0,1521.0,499.0,51.0,15087.0,19194.0,-0.12,-0.01,0.99,27.93,44.13,-35.3,44.26105062,26.0024084,100.1,0.0,81.4,0.9972963451,0.5910160742,63.0367496),
('2021-03-27 15:16:05.779005',101.51,27.96,-59.92,-0.06,0.61,-0.31,6.76,12269.0,1518.0,500.0,53.0,15090.0,19195.0,-0.12,-0.01,1.0,27.37,43.01,-36.3,44.26104949,26.00240819,101.1,0.0,81.4,1.007223908,0.6868769904,62.58328051),
('2021-03-27 15:16:08.694024',101.53,27.99,-59.81,-0.12,0.61,-0.06,6.78,12310.0,1520.0,509.0,48.0,15083.0,19191.0,-0.12,-0.01,0.99,27.09,44.31,-36.7,44.26105004,26.00240956,100.3,0.0,82.6,0.9972963451,0.6245798588,63.59350753),
('2021-03-27 15:16:10.794200',101.52,28.01,-59.74,-0.06,0.55,-0.49,6.79,12313.0,1524.0,514.0,54.0,15079.0,19189.0,-0.12,-0.01,1.0,27.61,43.04,-35.7,44.26105032,26.00240897,99.9,0.0,82.6,1.007223908,0.7390534487,62.3638012),
('2021-03-27 15:16:13.644692',101.53,28.05,-59.72,-0.12,0.61,-0.31,6.79,12317.0,1524.0,526.0,56.0,15071.0,19189.0,-0.12,-0.01,0.99,27.37,43.66,-36.6,44.261048810000005,26.00241151,100.1,0.0,83.0,0.9972963451,0.6946941773,63.20500376),
('2021-03-27 15:16:16.519496',101.52,28.12,-59.67,0.0,0.49,-0.31,6.77,12288.0,1521.0,514.0,57.0,15073.0,19186.0,-0.12,-0.01,0.99,27.71,44.01,-35.2,44.2610473,26.00241431,101.2,0.0,77.4,0.9972963451,0.5798275606,62.79939649),
